Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Maestro,2023,Bradley Cooper,"['Carey Mulligan', 'Bradley Cooper', 'Matt Bomer', 'Vincenzo Amato', 'Greg Hildreth', 'Michael Urie', 'Brian Klugman', 'Nick Blaemire', 'Mallory Portnoy', 'Alexandra Santini', 'Jarrod LaBine', 'Sarah Silverman', 'Kate Eastman', 'William Hill', 'Valéry Lessard', 'Renée Stork', 'Tim Rogan', 'Sara Sanderson', 'Yasen Peyankov', 'Julia Aku', 'Benjamin Freemantle', 'Harrison Coll', 'Sebastian Villarini-Velez', 'Dario Natarelli', 'Ryan Steele', 'Ricky Ubeda', 'Carlos Sánchez Falú', 'Jeanette Delgado', 'Sara Esty', 'Ahmad Simmons', 'Kyle Coffman', 'Byron Tittle', 'Yesenia Ayala', 'Skye Mattox', 'Halli Toland', 'Leigh-Ann Esty', 'Gaby Diaz', 'Tanairi Sade Vazquez', 'Lea Cooper', 'Soledad Campos', 'Zachary Booth', 'Miriam Shor', 'Maya Hawke', 'Scott Ellis', 'James Cusati-Moyer', 'John Kroft', 'Scott Drummond', 'Gideon Glick', 'Josh Hamilton', 'June Gable', 'Sam Nivola', 'Alexa Swinton', 'Mike Mitarotondo', 'Colin Anderson', 'Kevin Thompson', 'Rosa Feola', 'Isabel Leonard', 'Miller Bugliari', 'Atika Greene', 'Bernard Kruger', 'Gabe Fazio', 'Jordan Dobson', 'Oscar Pavlo']",3.14,nan,"['Drama', 'Music', 'Romance']",129,['USA'],English,"['English', 'Russian', 'Spanish']","A towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.","['Amblin Entertainment', 'Fred Berner Films', 'Sikelia Productions', 'Lea Pictures']",351477,111770,59352,249,2223,6298,7239,29736,38333,77196,59938,50546,13597,10713,295819,https://letterboxd.com/film/maestro-2023/
The Executioner,1963,Luis García Berlanga,"['Nino Manfredi', 'Emma Penella', 'José Isbert', 'José Luis López Vázquez', 'Ángel Álvarez', 'Guido Alberti', 'Julia Caba Alba', 'María Luisa Ponte', 'María Isbert', 'Erasmo Pascual', 'Xan das Bolas', 'José Orjas', 'José María Prada', 'Félix Fernández', 'Antonio Ferrandis', 'Lola Gaos', 'Santiago Ontañón', 'Alfredo Landa', 'José «Saza» Sazatornil', 'Agustín González', 'Goyo Lebrero', 'Sergio Mendizábal', 'Vicente Llosá', 'Chus Lampreave', 'José Luis Coll', 'José María Cordero', 'Pedro Beltrán', 'Rafael Hernández', 'Dolores García', 'Magdalena Mora', 'Enrique Pelayo', 'Enrique Tusquets', 'José Antón Rodríguez', 'Francisco Serrano', 'Antonio P. Costafreda', 'Agustín Zaragoza', 'Valentín Tornos', 'Antonio Alfonso Vidal', 'Lorenzo Nogueras', 'Emilio Alonso', 'Elena Santonja', 'Emilio Laguna', 'Magda Maldonado', 'Gonzalo Parra', 'Carmen Ripoll', 'Javier Escobar', 'Manuel Alexandre', 'Vicente Bañó', 'Elvira Quintillá']",3.95,nan,"['Comedy', 'Drama']",91,"['Spain', 'Italy']",Spanish,['Spanish'],"An undertaker gets married to an old executioner's daughter and, although he doesn't like it, must continue the profession of his father-in-law after his retirement.","['Interlagar Films', 'Naga Films', 'Zebra Film']",18247,11450,5433,159,17,16,31,145,282,1171,2314,4507,2163,2168,12814,https://letterboxd.com/film/the-executioner/
Witness for the Prosecution,1957,Billy Wilder,"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester', 'John Williams', 'Henry Daniell', 'Ian Wolfe', 'Torin Thatcher', 'Norma Varden', ""Una O'Connor"", 'Francis Compton', 'Philip Tonge', 'Ruta Lee', 'Patrick Aherne', 'Don Ames', 'Walter Bacon', 'Eddie Baker', 'Benjie Bancroft', 'John Barton', 'Brandon Beach', 'George Blagoi', 'Arline Bletcher', 'Danny Borzage', 'Tex Brodus', 'George Bruggeman', 'George Calliga', 'Steve Carruthers', 'Albert Cavens', 'Oliver Cross', 'Harry Denny', 'Helen Dickson', 'Minta Durfee', 'Marjorie Eaton', 'Franklyn Farnum', 'Bess Flowers', 'Herschel Graham', 'Marion Gray', 'Stuart Hall', 'Art Howard', 'Michael Jeffers', 'Colin Kenny', 'Paul Kruger', 'Jeanne Lafayette', 'Wilbur Mack', 'Frank McLure', 'Ottola Nesmith', ""William H. O'Brien"", ""J. Pat O'Malley"", 'George Pelling', 'Fred Rapport', 'Jack Raine', 'Waclaw Rekwart', 'Leoda Richards', 'John Roy', 'Edna Smith', 'Scott Seaton', 'Cap Somers', 'Bert Stevens', 'Jeffrey Sayre', 'Norbert Schiller', 'Arthur Tovey', 'Ben Wright', 'Glen Walters', 'Joe Gilbert']",4.36,nan,"['Mystery', 'Crime', 'Drama']",116,['USA'],English,"['English', 'German']",An ailing famous barrister agrees to defend Leonard Vole in a sensational murder trial where his self-possessed wife's testimony makes the case difficult.,"['Edward Small Productions', 'United Artists']",95963,42698,31899,770,37,79,62,367,577,3287,7523,23448,19299,15777,70456,https://letterboxd.com/film/witness-for-the-prosecution-1957/
If Beale Street Could Talk,2018,Barry Jenkins,"['KiKi Layne', 'Stephan James', 'Regina King', 'Teyonah Parris', 'Colman Domingo', 'Ethan Barrett', 'Milanni Mines', 'Ebony Obsidian', 'Dominique Thorne', 'Michael Beach', 'Aunjanue Ellis-Taylor', 'Diego Luna', 'Emily Rios', 'Ed Skrein', 'Finn Wittrock', 'Brian Tyree Henry', 'Dave Franco', 'Bobby Conte Thornton', 'Marcia Jean Kurtz', 'Pedro Pascal', 'Kaden Byrd']",3.93,nan,"['Romance', 'Drama']",120,['USA'],English,['English'],"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.","['Annapurna Pictures', 'Plan B Entertainment', 'PASTEL']",184505,61120,52988,978,184,509,524,2723,3867,14926,22226,45733,22082,17961,130735,https://letterboxd.com/film/if-beale-street-could-talk/
21 Grams,2003,Alejandro González Iñárritu,"['Sean Penn', 'Naomi Watts', 'Danny Huston', 'Carly Nahon', 'Claire Pakis', 'Benicio del Toro', 'Nick Nichols', 'Charlotte Gainsbourg', 'John Rubinstein', 'Eddie Marsan', 'Loyd Keith Salter', 'Antef A. Harris', 'Melissa Leo', 'Marc Musso', 'Teresa Delgado', 'Trent Dee', 'Tony Guyton', 'Wayne E. Beech, Jr.', 'Keith Lamont Johnson', 'Clea DuVall', 'David Chattam', 'John Boyd West', 'Jeff Schmidt', 'Tony Vaughn', 'Paul Calderon', ""Denis O'Hare"", 'Anastasia Herin', 'Carlo Alban', 'Hai Quang Tran', 'Annie Corley', 'Sharon Bishop', 'Jerry Chipman', 'Tom Irwin', 'Roberto Medina', 'Arita Trahan', 'Rodney Ingle', 'Catherine Dent', 'Kevin Chapman', 'Randall Hartzog', 'Verda Davenport', 'Dorothy Armstrong-Miles', 'Barclay Roberts', 'Lisa Sanchez', 'Stephen Bridgewater', 'Michael Finnell', 'Juan Corrigan', 'Charlie B. Brown', 'Arron Shiver', 'Pamela Blair', 'Jennifer Pfalzgraff', 'Lew Temple', 'Tricia Branch', 'Jessica Scott']",3.72,nan,"['Drama', 'Crime', 'Thriller']",124,['USA'],English,['English'],"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.","['This is that', 'Y Productions', 'Mediana Productions Filmgesellschaft', 'Focus Features']",140292,23273,24736,386,257,673,750,3013,3976,13913,19493,26238,7800,6258,82371,https://letterboxd.com/film/21-grams/
"BARDO, False Chronicle of a Handful of Truths",2022,Alejandro González Iñárritu,"['Daniel Giménez Cacho', 'Griselda Siciliani', 'Íker Sánchez Solano', 'Ximena Lamadrid', 'Luz Jiménez', 'Luis Couturier', 'Francisco Rubio', 'Andrés Almeida', 'Clementina Guadarrama', 'Jay O. Sanders', 'Noé Hernández', 'Fabiola Guajardo', 'Mar Carrera', 'Rubén Zamora', 'Omar Leyva', 'Grace Shen', 'Edison Ruiz', 'Daniel Damuzi', 'Alex Guevara', 'Misha Arias De La Cantolla', 'Jorge Gidi', 'Jeronimo Guerra', 'Hugo Albores', 'Grantham Coleman', 'Luis Gnecco', 'Alejandro Belmonte', 'José Antonio Toledano', 'Asbel Ramses', 'Montserrat Marañon', 'Carlos Corona', 'Gilberto Barraza', 'María Aura']",3.5,nan,"['Drama', 'Comedy']",159,"['Mexico', 'USA']",Spanish,"['Spanish', 'English']","A renowned Mexican journalist and documentary filmmaker living in Los Angeles, after being named the recipient of a prestigious international award, is compelled to return to his native country, unaware that this simple trip will push him to an existential limit.","['M Productions', 'Redrum']",78662,33089,24335,716,531,1193,1344,4272,5155,9927,11225,15391,7165,7992,64195,https://letterboxd.com/film/bardo-false-chronicle-of-a-handful-of-truths/
Persepolis,2007,"Marjane Satrapi, Vincent Paronnaud","['Chiara Mastroianni', 'Danielle Darrieux', 'Catherine Deneuve', 'Simon Abkarian', 'Gabrielle Lopes Benites', 'François Jerosme', 'Tilly Mandelbrot', 'Sophie Arthuys', 'Arié Elmaleh', 'Mathias Mlekuz']",4.18,nan,"['Animation', 'Drama']",95,"['France', 'USA']",French,"['French', 'German', 'Persian (Farsi)']","In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.","[""Société des Producteurs de L'Angoa"", 'Sony Pictures Classics', 'PROCIREP', 'Soficinéma', 'France 3 Cinéma', 'Diaphana Films', 'Sofica EuropaCorp', 'Celluloid Dreams', 'The Kennedy/Marshall Company', 'La Région Île-de-France', 'Fondation GAN pour le Cinéma', '2.4.7. Films', 'French Connection Animations', 'CNC']",251753,56721,79602,2400,194,292,300,1326,1934,10245,19476,55186,26168,35061,150182,https://letterboxd.com/film/persepolis/
The Art of Self-Defense,2019,Riley Stearns,"['Jesse Eisenberg', 'Alessandro Nivola', 'Imogen Poots', 'Steve Terada', 'David Zellner', 'Phillip Andre Botello', 'Jason Burkey', 'Hauke Bahr', 'Dallas Edwards', 'Mike Brooks', 'C.J. Rush', 'Leland Orser', 'Josh Fadem', 'Davey Johnson', 'Katherine Martin', 'Cameron Murphy', 'Nicholas Hulstine', 'Lena Friedrich', 'Frederic Spitz', 'Louis Robert Thompson', 'Katherine Smith-Rodden', 'Apollo Bacala', 'Caroline Amiguet']",3.56,nan,"['Thriller', 'Comedy']",104,['USA'],English,"['English', 'German', 'French', 'Spanish']","Casey is attacked at random on the street and enlists in a local dojo led by a charismatic and mysterious Sensei in an effort to learn how to defend himself. What he uncovers is a sinister world of fraternity, violence and hypermasculinity and a woman fighting for her place in it.",['End Cue'],104134,24339,28694,248,268,584,710,2858,4785,15334,22011,23201,6009,3601,79361,https://letterboxd.com/film/the-art-of-self-defense-2019/
Michael Collins,1996,Neil Jordan,"['Liam Neeson', 'Aidan Quinn', 'Stephen Rea', 'Alan Rickman', 'Julia Roberts', 'Ian Hart', 'Brendan Gleeson', 'Stuart Graham', 'Sean McGinley', 'Gerard McSorley', 'Jonathan Rhys Meyers', 'Charles Dance', 'Richard Ingram', 'John Kenny', 'Ronan McCairbre', ""Jer O'Leary"", 'Mike Dwyer', 'Martin Murphy', 'Gary Whelan', ""Frank O'Sullivan"", 'Frank Laverty', ""Owen O'Neill"", 'Liam De Staic', 'Owen Roe', 'Paul Bennett', 'Claude Clancy', 'Paul Hickey', 'Tom Murphy', 'David Gorry', 'Gary Lydon', 'David Wilmot', 'Joe Hanley', 'Colm Coogan', 'Aiden Grennell', 'Dave Seymour', 'Ian McElhinney', 'Tony Clarkin', 'Luke Hayden', 'Gary Powell', 'Max Hafler', 'Laura Brennan', 'Aidan Kelly', 'Jim Isherwood', 'Michael James Ford', 'Mal Whyte', 'Martin Phillips', ""Aisling O'Sullivan"", 'Malcolm Douglas', ""Brian 'Joker' Mulvey"", 'Frank Patterson', ""Peter O'Brien"", 'Michael McCabe', 'Vinnie McCabe', 'Alan Stanford', 'Gary Mullan', 'Barry Barnes', 'Denis Conway', 'Don Wycherley', 'Paraic Breathnach', 'Terry Woods', 'Conor Breen', 'Lesley Conroy', 'Karl Dawson', 'Alan Joyce', 'Gareth Molan', 'Deirdre Mulrooney', 'Joe Redmond', 'Jean Kennedy Smith']",3.47,nan,"['Thriller', 'War', 'Drama', 'History']",132,"['Ireland', 'UK', 'USA']",English,['English'],"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.","['Geffen Pictures', 'Warner Bros. Pictures']",23559,6054,3525,52,25,73,120,577,1001,3793,3792,3144,581,679,13785,https://letterboxd.com/film/michael-collins/
Land and Freedom,1995,Ken Loach,"['Ian Hart', 'Rosana Pastor', 'Frédéric Pierrot', 'Icíar Bollaín', 'Tom Gilroy', 'Angela Clarke', 'Eoin McCarthy', 'Suzanne Maddock', 'Jordi Dauder', 'Pep Molina', 'Mandy Walsh', 'Miguel Cabrillana', 'Francesc Orella', 'Daniel Muñoz']",3.83,nan,"['Drama', 'War', 'History']",109,"['France', 'Germany', 'Italy', 'Spain', 'UK']",English,"['English', 'Catalan', 'Spanish']","David Carr is a British Communist who is unemployed. In 1936, when the Spanish Civil War begins, he decides to fight for the Republican side, a coalition of liberals, communists and anarchists, so he joins the POUM militia and witnesses firsthand the betrayal of the Spanish revolution by Stalin's followers and Moscow's orders.","['Parallax Pictures', 'Messidor Films', 'Road Movies', 'British Screen', 'BBC Film', 'Canal+ España', 'TVE', 'ARD Degeto', 'Filmstiftung Nordrhein-Westfalen', 'BIM Distribuzione', 'Diaphana Films']",13318,5256,3407,148,28,39,66,163,318,1282,1904,3086,1068,1045,8999,https://letterboxd.com/film/land-and-freedom/
Bringing Out the Dead,1999,Martin Scorsese,"['Nicolas Cage', 'Patricia Arquette', 'John Goodman', 'Ving Rhames', 'Tom Sizemore', 'Marc Anthony', 'Mary Beth Hurt', 'Cliff Curtis', 'Aida Turturro', 'Nestor Serrano', 'Cynthia Roman', 'Sonja Sohn', 'Larry Fessenden', 'Arthur J. Nascarella', 'Martin Scorsese', 'Queen Latifah', 'Michael Kenneth Williams', 'Craig muMs Grant', 'John Heffernan', 'Judy Reyes', 'Afemo Omilami', 'Cullen O. Johnson', 'Julyana Soelistyo', 'Graciela Lecube', 'Marylouise Burke', 'Phyllis Somerville', 'Mary Diveny', 'Tom Riis Farrell', 'Aleks Shaklin', 'Leonid Citer', 'Jesus A. Del Rosario Jr.', 'Bernie Friedman', 'Theo Kogan', 'Fuschia!', 'Matthew Maher', 'Bronson Dudley', 'Marilyn McDonald', 'Ed Jupp Jr.', 'J. Stanford Hoffman', 'Rita Norona Schrager', 'Don Berry', 'Mtume Gant', 'Michael A. Noto', 'Omar Scroggins', 'Andy Davoli', 'Charlene Hunter', 'Jesse Malin', 'Harper Simon', 'Joseph Monroe Webb', 'Jon Abrahams', 'Charis Michelsen', 'Lia Yang', 'Antone Pagán', 'Melissa Marsala', 'Betty Miller', 'Rosemary Gomez', 'Luis Rodriguez', 'Sylva Kelegian', 'Frank Ciornei', 'Catrina Ganey', 'Jennifer Lane Newman', 'John Bal', 'Raymond Cassar', 'Tom Cappadona', ""Jack O'Connell"", 'Randy Foster', 'Richard Spore', 'James Hanlon', 'Chris Edwards', 'Mark Giordano', 'Michael Mulheren', 'David Zayas', 'Terry Serpico', 'Floyd Resnick', 'Megan Leigh', 'David Vasquez', 'Joseph P. Reidy', 'Erica Bamforth', 'Peju Bamgboshe', 'Carolyn Campbell', 'Michael Carbonaro', 'Joe Connelly', 'Brian Smyj']",3.73,nan,['Drama'],121,['USA'],English,['English'],"Once called ""Father Frank"" for his efforts to rescue lives, Frank Pierce sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.","['Scott Rudin Productions', 'Touchstone Pictures', 'Paramount Pictures', 'Cappa/De Fina Productions', 'Scott Rudin']",116806,45662,31930,391,164,516,556,2726,4142,13928,19298,25730,10101,6211,83372,https://letterboxd.com/film/bringing-out-the-dead/
Mank,2020,David Fincher,"['Gary Oldman', 'Amanda Seyfried', 'Lily Collins', 'Arliss Howard', 'Tom Pelphrey', 'Sam Troughton', 'Ferdinand Kingsley', 'Tuppence Middleton', 'Tom Burke', 'Joseph Cross', 'Jamie McShane', 'Toby Leonard Moore', 'Monika Gossmann', 'Charles Dance', 'Jack Romano', 'Adam Shapiro', 'John Churchill', 'Jeff Harms', 'Derek Petropolis', 'Sean Persaud', 'Paul Fox', 'Tom Simmons', 'Nick Job', 'Colin Ward', 'Cooper Tomlinson', 'Julie Collis', 'Arlo Mertz', 'Craig Welzbacher', 'Jessie Cohen', 'Desiree Louise', 'Amie Farrell', 'Ian Boyd', 'Jay Villwock', 'Lou George', 'John Lee Ames', 'Bill Nye', 'Richmond Arquette', 'David Lee Smith', 'Mario Di Donato', 'James Patrick Duffy', 'Flo Lawrence', 'Sebastian Faure', 'Randy Davison', 'Christian Prentice', 'Leven Rambin', 'Rick Pasqualone', 'Gary Teitelbaum', 'Eden Wattez', 'Roslyn Cohn', 'Mark Fite', 'John Patrick Jordan', 'Ben Mankiewicz', 'Natalie Denise Sperl', 'Brian Michael Jones', 'Camille Montgomery', 'Craig Robert Young', 'Paul Carafotes', 'Anne Beyer', 'Joey Hagler', 'Sean Donnellan', 'Stewart Skelton', 'Malachi Rivers', 'Keith Barber', 'Kaytlin Borgen', 'Madison West', 'Elvy', 'Ali Axelrad', 'Adrienne Evans', 'Wylie Small', 'Dana Lyn Baron', 'Jaclyn Bethany', 'Cary Christopher', 'Michelle Twarowska', 'Kingston Vernes', 'Jordan Matlock', 'Anthony Molinari', 'Daniel Hoffman', 'Sebastian Twohey-Jacobs']",3.3,nan,"['History', 'Drama']",132,['USA'],English,['English'],1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,['Netflix International Pictures'],260342,85505,45261,86,1378,3878,3618,15433,19704,48969,45199,41773,9761,5465,195178,https://letterboxd.com/film/mank/
Zodiac,2007,David Fincher,"['Jake Gyllenhaal', 'Mark Ruffalo', 'Anthony Edwards', 'Robert Downey Jr.', 'Chloë Sevigny', 'Elias Koteas', 'John Carroll Lynch', 'Brian Cox', 'Dermot Mulroney', 'Charles Fleischer', 'Zach Grenier', 'Philip Baker Hall', 'James Le Gros', 'Donal Logue', 'Richmond Arquette', 'Bob Stephenson', 'John Lacy', 'Ed Setrakian', 'John Getz', 'John Terry', 'Candy Clark', 'June Diane Raphael', 'Ciara Hughes', 'Lee Norris', 'Patrick Scott Lewis', 'Pell James', 'David Lee Smith', 'Jason Wiles', 'Charles Schneider', 'James Carraway', 'Tom Verica', 'Jimmi Simpson', 'Doan Ly', 'Karina Logue', 'Joel Bissonnette', 'John Mahon', 'Matt Winston', 'Jules Bruff', 'John Ennis', 'J. Patrick McCormack', 'Adam Goldberg', 'Clea DuVall', 'Paul Schulze', 'Adam Trese', 'Penny Wallace', 'John Hemphill', 'Michel Francoeur', 'Thomas Kopache', 'Barry Livingston', 'Christopher John Fields', 'Jack Samson', 'Micah Sauers', 'Zachary Sauers', 'Jessica Baltutis', 'Peter Quartaroli', 'Geoff Callan', 'Michael Hungerford', 'Anna Katarina', 'E.P. McKnight', 'Betty Murphy', 'Jeff Daniel Phillips', 'Shane Woodson', 'Cookie Crawford', 'Cassius M. Willis', 'Judith Drake', 'Phoebe Holston', 'Marty Lodge', 'Cooper Thornton', 'Cazimir Milostan', 'Charlotte Ferguson', 'Phoebe Ferguson', 'Kacey Malmsten', 'Karly Malmsten', 'JD Cullum', 'Stanley B. Herman', 'Roy Lee Jones', 'Michael Rose', ""James Joseph O'Neil"", 'Rod Damer', 'John Sarno', 'Gloria Grant', 'Brett Rickaby', 'M.F. Bernier', 'Carter Evans', 'Bill Seward', 'Dave Nemeth', 'Ted Garcia', 'Greg Wolf', 'Barry LeBrock', 'Ione Skye', 'David Winston Barge', 'Hayati Akbas', 'Brad Carr', 'Mitchell Fink', 'Erica Ford', 'Tish Hicks', 'Danielle McKee', 'Derris Nile', 'Carmen Plumb', 'Callie Thompson', 'Bud Davis']",4.02,nan,"['Drama', 'Crime', 'Thriller', 'Mystery']",157,['USA'],English,['English'],"The zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.","['Paramount Pictures', 'Warner Bros. Pictures', 'Phoenix Pictures']",1744693,238787,527928,13000,1207,4061,2972,20224,23489,127610,172175,409326,180923,201538,1143525,https://letterboxd.com/film/zodiac/
The Assassination of Jesse James by the Coward Robert Ford,2007,Andrew Dominik,"['Brad Pitt', 'Casey Affleck', 'Sam Rockwell', 'Paul Schneider', 'Jeremy Renner', 'Garret Dillahunt', 'Sam Shepard', 'Mary-Louise Parker', 'Zooey Deschanel', 'Ted Levine', 'Michael Parks', 'Alison Elliott', 'James Carville', 'Tom Aldredge', 'Hugh Ross', 'Brooklynn Proulx', 'Dustin Bollinger', 'Joel McNichol', 'James Defelice', 'J.C. Roberts', 'Darrell Orydzuk', 'Jonathan Erich Drachenberg', 'Torben S. Hansen', 'Lauren Calvert', 'Kailin See', 'Jesse Frechette', 'Pat Healy', 'Joel Duncan', 'Stephanie Wahlstrom', 'Adam Arlukiewicz', 'Ian Ferrier', 'Michael J Rogers', 'Calvin Bliid', 'Sarah Lind', 'Nick Cave', 'Matthew Walker', 'Michael Copeman', 'Laryssa Yanchak', 'Anthony Harrison']",4.03,nan,"['Drama', 'Western']",159,"['Canada', 'UK', 'USA']",English,['English'],"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.","['Plan B Entertainment', 'Virtual Studios', 'Scott Free Productions', 'Alberta Film Entertainment', 'Jesse Films Inc.', 'Warner Bros. Pictures']",213551,56256,58053,2800,263,753,694,3318,4187,15939,23309,43800,23612,22504,138379,https://letterboxd.com/film/the-assassination-of-jesse-james-by-the-coward-robert-ford/
World War Z,2013,Marc Forster,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale', 'Ludi Boeken', 'Matthew Fox', 'Fana Mokoena', 'David Morse', 'Elyes Gabel', 'Sterling Jerins', 'Peter Capaldi', 'Pierfrancesco Favino', 'Ruth Negga', 'Moritz Bleibtreu', 'Abigail Hargrove', 'Fabrizio Guido', 'David Andrews', 'John Gordon Sinclair', 'Grégory Fitoussi', 'Jane Perry', 'Lucy Russell', 'Mark Holden', 'Tim Berrington', 'Konstantin Khabenskiy', 'Michiel Huisman', 'Ann Ogbomo', 'Jonathan Howard', 'Mike Noble', 'Ernesto Cantu', 'Vicky Araico', 'Graham Hornsby', 'Nick Bartlett', 'Kevin Kiely Jnr', 'Ruari Cannon', 'Ryen Perkins-Gangnes', 'Khalid Laith', 'Noa Bodner', 'Troy Glasgow', 'Julia Levy-Boeken', 'Lee Nicholas Harris', 'Assaf Ben-Shimon', 'Gil Cohen-Alloro', 'Yaniv Rokah', 'Shaul Ezer', 'Linoy Aynesaz', 'Efrat Avni', 'Maisam Masri', 'Renu Setna', 'Ori Pfeffer', 'Imran Mraish', 'Yousef Hayyan Jubeh', 'Josh Wingate', 'Richard Thomson', 'Ewan Ross', 'Song Xuan Ke', 'Christian Wong', 'Denis Ischenko', 'Nikola Đuričko', 'Elen Rhys', 'Paula Videniece', 'Doron Davidson', 'Lee Colley', 'Michael Jenn', 'Sarah Amankwah', 'Anna Biczik', 'Gábor Czap', 'Katalin Dombi', 'Eniko Fulop', 'Istvan Karikas', 'Andrea Meszaros', 'Gergely Mészáros', 'Peter Molnár', 'Lambert Tóth', 'Roland Tzafetás', 'Jeno Radi', 'Adam Zambryzcki', 'Maddox Jolie-Pitt', 'Alma Rix', 'Darren Kendrick', 'Ryan Hartwig', 'Taylor Murphy', 'Dayle Teegarden']",3.14,nan,"['Horror', 'Action', 'Thriller', 'Science Fiction']",116,"['Malta', 'UK', 'USA']",English,['English'],"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.","['GK Films', 'Paramount Pictures', 'Hemisphere Media Capital', '2DUX²', 'Apparatus Productions', 'Latina Pictures', 'Skydance Media', 'Plan B Entertainment', 'Mandate International']",1078459,68455,163620,1900,5163,14518,14925,57780,66552,174529,121244,106569,19978,34743,616001,https://letterboxd.com/film/world-war-z/
