Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Pickup on South Street,1953,Samuel Fuller,"['Richard Widmark', 'Jean Peters', 'Thelma Ritter', 'Murvyn Vye', 'Richard Kiley', 'Willis Bouchey', 'Parley Baer', 'Chet Brandenburg', 'Frank Kumagai', 'Virginia Carroll', 'Milburn Stone', 'Harry Carter', 'Clancy Cooper', 'Henry Slate', 'Heinie Conklin', 'George Eldredge', 'John Gallaudet', 'Alan Reed', 'Robert Haines', 'Jay Loft-Lyn', 'Ray Montgomery', ""Jerry O'Sullivan"", 'Ray Stevens', 'Ralph Moody', 'Roger Moore', 'Vic Perry', 'George E. Stone', 'King Mojave', 'Harry Tenbrook', 'Stuart Randall', 'Wilson Wood', 'Maurice Samuels']",3.93,nan,"['Romance', 'Thriller', 'Crime']",80,['USA'],English,['English'],A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,['20th Century Fox'],26204,21371,7659,67,17,51,50,230,432,1857,3666,6792,2885,1819,17799,https://letterboxd.com/film/pickup-on-south-street/
Murder on the Orient Express,1974,Sidney Lumet,"['Albert Finney', 'Lauren Bacall', 'Martin Balsam', 'Ingrid Bergman', 'Jacqueline Bisset', 'Jean-Pierre Cassel', 'Sean Connery', 'John Gielgud', 'Wendy Hiller', 'Anthony Perkins', 'Vanessa Redgrave', 'Richard Widmark', 'Michael York', 'Colin Blakely', 'Rachel Roberts', 'George Coulouris', 'Denis Quilley', 'Vernon Dobtcheff', 'Jeremy Lloyd', 'John Moffatt', 'Vic Tablian', 'Leon Lissek', 'Andrew Andreas', 'David de Keyser']",3.55,nan,"['Drama', 'Thriller', 'Mystery']",128,['UK'],English,"['English', 'Swedish', 'French', 'German', 'Turkish', 'Italian']","In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.","['EMI Films', 'G.W. Films']",94917,22066,18014,169,110,340,400,2204,3765,14442,18028,16076,3230,3086,61681,https://letterboxd.com/film/murder-on-the-orient-express/
I Am Not Your Negro,2016,Raoul Peck,"['Samuel L. Jackson', 'James Baldwin', 'Martin Luther King Jr.', 'Malcolm X', 'Medgar Evers', 'Robert F. Kennedy', 'Harry Belafonte', 'Paul Weiss', 'Dick Cavett', 'H. Rap Brown', 'Bob Dylan', 'Leander Perez', 'Sidney Poitier', 'Ray Charles']",4.18,nan,['Documentary'],93,"['Belgium', 'France', 'USA']",English,"['English', 'French']","Working from the text of James Baldwin’s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.","['Independent Lens', 'RTBF', 'ARTE', 'Shelter Prod', 'RTS', 'Velvet Film']",88871,23143,25171,99,60,67,79,410,690,3880,7082,21085,9319,11429,54101,https://letterboxd.com/film/i-am-not-your-negro/
Much Ado About Nothing,1993,Kenneth Branagh,"['Emma Thompson', 'Kenneth Branagh', 'Robert Sean Leonard', 'Kate Beckinsale', 'Denzel Washington', 'Richard Briers', 'Imelda Staunton', 'Keanu Reeves', 'Michael Keaton', 'Jimmy Yuill', 'Brian Blessed', 'Phyllida Law', 'Patrick Doyle', 'Ben Elton', 'Andy Hockley', 'Chris Barnes', 'Conrad Nelson', 'Alex Lowe', 'Richard Clifford', 'Gerard Horan', 'Alex Scott', 'Edward Jewesbury']",3.59,nan,"['Drama', 'Romance', 'Comedy']",111,"['UK', 'USA']",English,['English'],"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.","['Renaissance Films', 'BBC Film', 'American Playhouse', 'Samuel Goldwyn Company']",75584,16452,16912,491,119,349,369,1602,2315,8723,9711,11368,2938,4193,41687,https://letterboxd.com/film/much-ado-about-nothing/
A History of Violence,2005,David Cronenberg,"['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt', 'Ashton Holmes', 'Peter MacNeill', 'Stephen McHattie', 'Greg Bryk', 'Kyle Schmid', 'Sumela Kay', 'Gerry Quigley', 'Deborah Drakeford', 'Heidi Hayes', 'Aidan Devine', 'Bill MacDonald', 'Michelle McCree', 'Ian Matthews', 'R.D. Reid', 'Morgan Kelly', 'Martha Reilly', 'Jason Barbeck', 'Bruce Beaton', 'Neven Pajkic', 'Brendan Connor', 'Nick Antonacci', 'John Watson', 'Don Allison', 'Brittany Payer', 'Mitch Boughs', 'April Mullen', 'George King', 'Shawn Campbell']",3.76,nan,"['Thriller', 'Crime', 'Drama']",96,"['Germany', 'USA']",English,['English'],An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,"['New Line Cinema', 'BenderSpink', 'Media I! Filmproduktion München & Company']",253457,52834,58432,271,370,1051,1193,4778,7500,27711,41034,57475,17267,11310,169689,https://letterboxd.com/film/a-history-of-violence/
White Men Can't Jump,1992,Ron Shelton,"['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez', 'Tyra Ferrell', 'Cylk Cozart', 'Kadeem Hardison', 'Ernest Harden Jr.', 'John Marshall Jones', 'Marques Johnson', 'David Roberson', 'Kevin Benton', 'Nigel Miguel', 'Duane Martin', 'Bill Henderson', 'Sonny Craver', 'Jon Hendricks', 'Eloy Casados', 'Frank Rossi', 'Freeman Williams', 'Louis Price', 'Alex Trebek', 'Reggie Leon', 'Sarah Stavrou', 'Reynaldo Rey', 'Lanei Chapman', 'Irene Nettles', 'Torri Whitehead', 'Lisa McDowell', 'Dion B. Vines', 'David Maxwell', 'Bill Caplan', 'Richard James Baker', 'Amy Golden', 'Jeanette Srubar', 'Zandra Hill', 'Fred P. Gregory', 'Carl E. Hodge', 'Ruben Martinez', 'Gary Lazer', 'Donna Howell', 'Don Fullilove', 'Johnny Gilbert', 'Leonard A. Oakland', 'Allan Malamud', 'Jeanne McCarthy', 'John Charles Sheehan', 'Gregg Daniel', 'Carl A. McGee', 'Chick Hearn', 'Stu Lantz', 'Ronald Beals', 'Joe Metcalf', 'Mahcoe Moore', 'Mark Hill', 'Eric Kizzie', 'Chalmer Maddox', 'Leroy Michaux', 'Joseph Duffy', 'Pete Duffy', 'Gary Moeller', 'Daniel Porto', 'Lester Hawkins', 'Jeffrey Todd']",3.5,nan,"['Comedy', 'Drama']",115,['USA'],English,['English'],"Two street basketball hustlers try to con each other, then team up for a bigger score.",['20th Century Fox'],134445,18571,26698,364,132,403,561,2886,5116,20620,23948,20046,3848,3583,81143,https://letterboxd.com/film/white-men-cant-jump/
"Synecdoche, New York",2008,Charlie Kaufman,"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Tom Noonan', 'Sadie Goldstein', 'Hope Davis', 'Dianne Wiest', 'Stanley Krajewski', 'Kristen Bush', 'Alice Drummond', 'Amy Wright', ""Deirdre O'Connell"", 'Elizabeth Marvel', 'Charles Techman', 'Tom Greer', 'Josh Pais', 'Lynn Cohen', 'Jerry Adler', 'Daisy Tahan', 'Frank Girardeau', 'Peter Friedman', 'Daniel London', 'Robert Seay', 'Stephen Adly Guirgis', 'Joe Lisi', 'Michael Medeiros', 'Christopher Evan Welch', 'William Ryall', 'Rosemary Murphy', 'John Rothman', 'Paul Sparks', 'Tim Guinee', 'Robin Weigert', 'Michael Higgins', 'Barbara Haas', 'Greg McFadden', 'Alvin Epstein', 'Gerald Emerick', 'Chris McGinn', 'Dan Ziskie', 'Portia', 'Nicholas Wyman', 'Amy Spanger', 'Timothy Doyle', 'Cliff Carpenter', 'Raymond Angelic Sr.', 'Erica Fae', 'Mark Lotito', 'Laura Odeh', 'Deanna Storey', 'Frank Wood', 'Amanda R. Phillips', 'Kat Peters']",4.18,nan,['Drama'],124,['USA'],English,"['English', 'German']","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.","['Likely Story', 'Projective Testing Service', 'Sidney Kimmel Entertainment', 'Russia']",300775,95369,101967,12000,1186,2151,1592,5619,6118,17386,22197,49841,36855,63202,206147,https://letterboxd.com/film/synecdoche-new-york/
Grosse Pointe Blank,1997,George Armitage,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack', 'Alan Arkin', 'Hank Azaria', 'Jeremy Piven', 'Mitchell Ryan', 'Michael Cudlitz', 'Steve Pink', 'K. Todd Freeman', 'Doug Dearth', 'Ann Cusack', 'Barbara Harris', 'Jenna Elfman', 'Belita Moreno', 'Bill Cusack', ""Patrick O'Neill"", 'Benny Urquidez', 'David Barrett', 'Lance Gilbert', 'Carlos Jacott', 'Bobby Bass']",3.65,nan,"['Action', 'Thriller', 'Romance', 'Comedy']",107,['USA'],English,['English'],"Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan.","['Caravan Pictures', 'Roger Birnbaum Productions', 'Hollywood Pictures', 'New Crime Productions']",87081,18629,21423,893,88,252,306,1643,2550,9765,12502,14575,4314,4939,50934,https://letterboxd.com/film/grosse-pointe-blank/
John Wick: Chapter 3 – Parabellum,2019,Chad Stahelski,"['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne', 'Mark Dacascos', 'Asia Kate Dillon', 'Lance Reddick', 'Anjelica Huston', 'Saïd Taghmaoui', 'Jerome Flynn', 'Randall Duk Kim', 'Margaret Daly', 'Robin Lord Taylor', 'Susan Blommaert', 'Unity Phelan', 'Jason Mantzoukas', 'Andrea Sooch', 'Sergio Delavicci', 'Cecep Arif Rahman', 'Yayan Ruhian', 'Tiler Peck', 'Baily Jones', 'India Bradley', 'Olivia MacKinnon', 'Sarah Villwock', 'Eliza Blutt', 'Harrison Coll', 'Boban Marjanović', 'Maxim Beloserkovsky', 'Charles Askegard', 'Stefaniya Makarova', 'Jeff G. Waxman', 'Aïssam Bouali', 'Mustapha Adidou', 'Alexey Golousenko', 'Robert Samuels']",3.68,nan,"['Crime', 'Thriller', 'Action']",131,['USA'],English,"['English', 'Arabic', 'Chinese', 'Indonesian', 'Italian', 'Japanese', 'Latin', 'Russian']","Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.","['Thunder Road', 'Lionsgate', '87Eleven']",1019829,117158,269653,1700,1664,4613,4337,20574,29765,118398,146379,220024,65729,71218,682701,https://letterboxd.com/film/john-wick-chapter-3-parabellum/
John Wick: Chapter 2,2017,Chad Stahelski,"['Keanu Reeves', 'Common', 'Ian McShane', 'Laurence Fishburne', 'Riccardo Scamarcio', 'Ruby Rose', 'Lance Reddick', 'Peter Stormare', 'Bridget Moynahan', 'Franco Nero', 'John Leguizamo', 'Claudia Gerini', 'Wass Stevens', 'Peter Serafinowicz', 'Luca Mosca', 'Tobias Segal', 'Thomas Sadoski', 'Chukwudi Iwuji', 'Yama', 'Erik Frandsen', 'David Patrick Kelly', 'Perry Yung', 'Youma Diakite', 'Midori Nakamura', 'Mario Donatone', 'Giorgio Carminati', 'Elli', 'Thaddeus Daniels', 'Margaret Daly', 'Christine Hollingsworth', 'Ciscandra Nostalghia', 'Vadim Kroll', 'Simone Spinazzè', 'Chris LaPanta', 'Guyviaud Joseph', 'Diane Gooch', 'Alisa Ermolaev', 'Kelly Rae LeGault', 'Joan Smalls', 'Basil Iwanyk Sr.', 'Airon Armstrong', 'Nico Toffoli', 'Aaron Cohen', 'Aly Mang', 'Nora Sommerkamp', 'Marmee Regine Cosico', 'Nancy Cejari', 'Kitty Crystal', 'Jennifer Dong', 'Sidney Beitz', 'Mark Vincent', 'Justin L. Wilson', 'Shade Rupe', 'Heidi Moneymaker', 'Angel Pai', 'Johnny Otto', 'Nobuya Shimamoto', 'Oleg Prudius', 'Alex Ziwak', 'Bruno Verdirosi', ""Ottaviano Dell'Acqua"", 'Tim Connolly', 'Kenny Sheard', 'Stephen Dunlevy', 'Niko Nedyalkov', 'Bill Walters']",3.7,nan,"['Crime', 'Action', 'Thriller']",122,['USA'],English,"['English', 'Hebrew (modern)', 'Italian', 'Russian']","John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.","['Thunder Road', '87Eleven', 'Summit Entertainment']",1169913,108943,302780,1500,1330,3854,3638,19946,28913,129796,166578,254759,64671,76808,750293,https://letterboxd.com/film/john-wick-chapter-2/
The Third Man,1949,Carol Reed,"['Joseph Cotten', 'Alida Valli', 'Trevor Howard', 'Orson Welles', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Alexis Chesnakov', 'Thomas Gallagher', 'Herbert Halbik', 'Hannah Norbert', 'Eric Pohlmann', 'Carol Reed', 'Annie Rosar', 'Frederick Schrecker', 'Hugo Schuster', 'Karl Stepanek', 'Theodore Gottlieb', 'Jenny Werner', 'Reed De Rouen', 'Geoffrey Keen', 'Robert Brown']",4.26,nan,"['Mystery', 'Thriller']",105,['UK'],English,"['English', 'Russian', 'German']","In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",['London Films Productions'],206945,91279,64381,3100,137,312,318,1435,2284,10199,17361,41847,27251,36055,137199,https://letterboxd.com/film/the-third-man/
Empire of the Sun,1987,Steven Spielberg,"['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Nigel Havers', 'Joe Pantoliano', 'Leslie Phillips', 'Masatô Ibu', 'Emily Richard', 'Rupert Frazer', 'Peter Gale', 'Takatarô Kataoka', 'Ben Stiller', 'David Neidorf', 'Ralph Seymour', 'Robert Stephens', 'Zhai Naishe', 'Guts Ishimatsu', 'Emma Piper', 'James Walker', 'Jack Dearlove', 'Anna Turner', 'Ann Castle', 'Yvonne Gilan', 'Ralph Michael', 'Sybil Maas', 'Eric Flynn', 'James Greene', 'Simon Harrison', 'Barrie Houghton', 'Paula Hamilton', 'Thea Ranft', 'Tony Boncza', 'Nigel Leach', 'Sheridan Forbes', 'Peter Copley', 'Barbara Bolton', 'Francesca Longrigg', 'Samantha Warden', 'Burt Kwouk', 'Tom Danaher', 'Paul McGann', 'Marc de Jonge', 'John Moore', 'Barrie Holland']",3.83,nan,"['History', 'War', 'Drama']",153,['USA'],English,"['English', 'Japanese', 'Chinese']","Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.","['Warner Bros. Pictures', 'Amblin Entertainment']",130751,36740,28455,854,122,335,331,1919,2961,12442,17324,26130,7828,8725,78117,https://letterboxd.com/film/empire-of-the-sun/
John Carter,2012,Andrew Stanton,"['Taylor Kitsch', 'Lynn Collins', 'Samantha Morton', 'Mark Strong', 'Ciarán Hinds', 'Dominic West', 'James Purefoy', 'Willem Dafoe', 'Thomas Haden Church', 'Bryan Cranston', 'Daryl Sabara', 'Polly Walker', 'David Schwimmer', 'Jon Favreau', 'Don Stark', 'Nicholas Woodeson', 'Art Malik', 'Arkie Reece', 'Davood Ghadami', 'Pippa Nixon', 'James Embree', 'Philip Philmar', 'Figs Jackman', 'Emily Tierney', 'Edmund Kente', 'Rupert Frazer', 'Kyle Agnew', 'Josh Daugherty', 'Jared Cyr', 'Sean Carrigan', 'Dusty Sorg', 'Christopher Goodman', 'Amanda Clayton', 'Akima', 'Joseph Billingiere', 'Aldred Montoya', 'Phil Cheadle', 'Arnie Alpert', 'Ian Ray', 'Peggy Clements', 'Evelyn Dubuc', 'Jhil McEntyre', ""Daniel O'Meara"", 'Emma Clifford', 'Oliver Boot', 'Rebecca Sarker', 'Philip Arditti', 'Holly Weston', 'Gary Milner', 'Cate Fowler', 'Darwin Shaw', 'Eileen Page', 'Simon Evans', 'Myriam Acharki', 'Steven Cree', 'Garry Tubbs', 'Jeremy Booth', 'Jill Baker', 'Umit Ulgen', 'Debra Leigh-Taylor']",2.7,nan,"['Science Fiction', 'Adventure', 'Action']",132,['USA'],English,['English'],"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",['Walt Disney Pictures'],194150,17309,20740,169,2487,6417,6522,18075,17083,27024,14274,9574,1633,2619,105708,https://letterboxd.com/film/john-carter/
Little Big Man,1970,Arthur Penn,"['Dustin Hoffman', 'Faye Dunaway', 'Chief Dan George', 'Martin Balsam', 'Richard Mulligan', 'Jeff Corey', 'Aimée Eccles', 'William Hickey', 'Alan Oppenheimer', 'Lou Cutell', 'M. Emmet Walsh', 'James Anderson', 'Jesse Vint', 'Thayer David', 'Philip Kenneally', 'Jack Bannon', 'Ray Dimas', 'Alan Howard', 'Jack Mullaney', 'Steve Miranda', 'Ken Mayer', 'Kelly Jean Peters', 'Carole Androsky', 'Robert Little Star', 'Cal Bellini', 'Ruben Moreno', 'Steve Shemayne']",3.66,nan,"['Drama', 'Western', 'Adventure', 'Comedy']",139,['USA'],English,['English'],"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.","['Cinema Center Films', 'Stockbridge-Hiller Productions']",25781,15156,5042,73,52,138,149,598,949,2936,3580,4535,1372,1374,15683,https://letterboxd.com/film/little-big-man/
The French Dispatch,2021,Wes Anderson,"['Benicio del Toro', 'Adrien Brody', 'Tilda Swinton', 'Léa Seydoux', 'Frances McDormand', 'Timothée Chalamet', 'Lyna Khoudri', 'Jeffrey Wright', 'Mathieu Amalric', 'Steve Park', 'Bill Murray', 'Owen Wilson', 'Bob Balaban', 'Henry Winkler', 'Lois Smith', 'Tony Revolori', 'Denis Ménochet', 'Larry Pine', 'Morgane Polanski', 'Félix Moati', 'Mohamed Belhadjine', 'Nicolas Avinée', 'Christoph Waltz', 'Cécile de France', 'Guillaume Gallienne', 'Rupert Friend', 'Alex Lawther', 'Tom Hudson', 'Lily Taïeb', 'Stéphane Bak', 'Hippolyte Girardot', 'Liev Schreiber', 'Willem Dafoe', 'Edward Norton', 'Saoirse Ronan', 'Winsen Ait Hellal', 'Mauricette Coudivat', 'Damien Bonnard', 'Rodolphe Pauly', 'Antonia Desplat', 'Elisabeth Moss', 'Jason Schwartzman', 'Fisher Stevens', 'Griffin Dunne', 'Pablo Pauly', 'Wallace Wolodarsky', 'Anjelica Bette Fellini', 'Anjelica Huston', 'Krishna Bagadiya', 'Julien Lecat', 'Gaelle Puimaly', 'Leo Jennings', 'Alexandre Steiger', 'Philippe Peyraud', 'Gérard Merle', 'Jean Pierre Grasset', 'Yannick Begoin', 'Yves Gaillard', 'Jerome Caminotti', 'Pierre-Yves Martron', 'Philippe Pelletier', 'Landry Marinette', 'Natal Koli', 'Côme Loury', 'Victor Piechaud', 'Charlie Rosser', 'Mathys Raynaud', 'Thomas Poirson', 'Gabriel Mesnard', 'Raphael Delage', 'Briac Aubin', 'Raphael Bancarel', 'Tiago Allaire', 'Martin Frappier', 'Raphael Dias', 'Victorien Belly', 'Samuel Amblard', 'Sam Poupart', 'Milo Bancarel', 'Charles Audry', 'Francois Boussiron', 'Jean-Pierre Coudert', 'Patrick Morcelli', 'Bernard Richefort', 'Djemal Saidoun', 'Vincent Griere', 'Arthur Guillebaud', 'Mehdy Hassani', 'Jérémy Martincourt', 'Nicolas Pasciani', 'Eutrope Roger', 'Marti Torrens', 'Pierre Cantaral', 'Louis Changeur', 'Denis Havard', 'Halbo Kool', 'Pascal Lefort', 'Jean-Benoit Pinot', 'Gregory Sacriste', 'Antonio Terroso', 'Marc Tournier', 'Jean Marie Camps', 'Dominique Donnary', 'Claude Gaume', 'Jacques Grattepanch', 'Damien Nadaud', 'Gilbert Papponnaud', 'Robert Rabouin', 'Willem Rompen', 'Jacky Souchet', 'Malik Tati', 'Jean-Claude Audouin', 'Alban Ploix', 'Laurent Bauer', 'Fanny Taccoen', 'Tahnee Peterson Stuart', 'Maud Brethenoux', 'Anna Budanova', 'Audrey Chemin', 'Guillaume Ferrant', 'Nisrine Mofaraj', 'Polina Glangetat', 'Fabien Marcadet', 'Luc Louis', 'Karim Youssouf', 'Rudy Chaperon', 'Quentin Fournier', 'Orguiene Corniere', 'Manon Talandier', 'Lucas Bascans', 'Alexis Vignaud', 'Paul Raymond', 'Gilles Gauthier', 'Nahel Bahnas', 'Akim Bahnas', 'Antoine Foo Cheung', 'Francois Foo Cheung', 'Samy Guerry Ghindri', 'Felicien Marais', 'Nathanael Marfin', 'Basile Vinueas', 'Evelyne Chapeau', 'Paula Kvasnikoff', 'Vallier Vaudin', 'André Coussy', 'Hassane Haimoud', 'Pauline Chadanson', 'Carlotta Costanzi', 'Mauricette Genon', 'Christelle Grelier', 'Rachel Merabet Hrdy', 'Sara Lacroix', 'Delphine Landrieau', 'Louise Laveuve', 'Kylian Freslon', 'Meermout Didier', 'Nicolas Saada', 'Yannik Mazzilli', 'Guillaume Mailland', 'Victor Nicolas', 'Jean Delabre', 'François-Pierre Fol', 'Bruno Torres', 'Jean-Louis Verdier', 'Grégory Trouvé', 'Loic Baxas', 'Eliel Ford', 'Mathéo Sallat Desvard', 'Dominique Barrier', 'Pascal Champareau', 'Sacha Seguin', 'Jacky Vallantin', 'Domingos Enrico', 'Abdel Nour Bouaza', 'Fanny Rebuffic', 'Juliette Raffray', 'Lou Lampros', 'Odile Fougère', 'Sandro Kopp', 'Pedro Firmino Cunha Da Souza', 'Pascal Battelier', 'Lionel Lassuderie', 'Duc Minh', 'Cyril Morandiere', 'Benoit Nacaud', 'Jean Jacques Peyraud', 'Lubna Playoust', 'Patricia Richefort', 'Owen Nsimba Soba', 'Adrien Yeung', 'Jean-Michel Audoual', 'Félix Bouin', 'Patrick Brousse', 'Raynald Caraguel', 'Lhoussine Chinkir', 'Xavier Dupin', 'Eric Garaud', 'Morgan Lorca', 'Laurent Pizzolato', 'Romuald Cormeunier', 'Didier Da Costa', 'Antonio Da Silva', 'Charlie Defraine', 'Erick Dues', 'Jacques Fauvel', 'Yoann Gaillard', 'Anthony Poupart', 'Thierry Gonzalez', 'Sébastien Guignard', 'Raphael Lagrue', 'Simon Malyon', 'David Robles', 'Sharif Andoura', 'Gilles Gaston-Dreyfus', 'Laureen Perrocheau', 'Mallaury Reby Perrocheau', 'Sophie Fougère', 'Genevieve Brillet', 'Grégoire Leprince-Ringuet', 'Jarvis Cocker', 'Bruno Delbonnel', 'Bérénice Bernard', 'Jean Bourdet', 'Antoine Bourgeais', 'Lou Salomé Brizard', 'Zoé Delisle', 'Julies Desrosiers', 'Simon Ecary', 'Ida Fermaud', 'Hugo Fontaine', 'Raphael Gallego', 'Tom Grandadam', 'Adrien Hans', 'Yann Hedan', 'Adèle Herisson', 'Antoine Jové', 'Pierre Lamoureux', 'Quentin Ledru', 'Salomé Lesaffre', 'Rémi Larcher', 'Hugo Leonard', 'Elliot Lienard', 'Sybil Marzin', 'Thy-Lane Monnet', 'Munik Neth', 'Florine Paulius', 'Emeline Penet', 'Coline Peron', 'Constantin Rytz', 'Bertille Rondard', 'Alice Sarrauste', 'Igor Secherre', 'Laura Studden', 'Emilien Wiss', 'Boris Zanni', 'Angus Henderson', 'Gaëtan Billères', 'Sally Bruice', 'George Smith Burgess', 'Marie Derambure', 'Alix Champy', 'Victor Chevalarias', 'Lise Cordellier', 'Arthur Dalle', 'Lola Degove', 'Sean Delaunay', 'Michael Didier', 'Juliane Fath', 'Julie Gervaos', 'Rachel Guerineau', 'Guillaume Laverdant', 'Théo Malet', 'Titouan Maret', 'Stephen Martin', 'Nathan Mazeau', 'Lucas Nativel', 'Théo Navas', 'Marie Lucie Parisot', 'Émile Pélissier', 'Constance Prost', 'Matéo Salanave', 'Théo Hollando Sigot', 'Manon Taccoli', 'Gauthier Rigaud Perut', 'Raphael Coutant', 'Émilie Tronche', 'Toheeb Jimoh', 'Nick Croucher', 'Sam Haygarth', 'Samuel Blenkin', 'Jake Gorridge', 'Calvin Williams', 'Pierre Aloui', 'Louis Blanchard', 'Hugo Bony', 'Adrien Brault', 'Alex Chadeffaud', 'Matisse Croizard-Niveau', 'Alfie Flight', 'Théo Fibaque', 'Mathieu Grattard', 'Paul Lafon', 'Elie Mazalrey', 'Samuel Montgomery', 'Florian Salasse', 'Quentin Veillon', 'Benjamin Lavernhe', 'Gabriel Ryan', 'Léo Gack', 'Cécilia Anseeuw', 'Gilberto Fallat Valle', 'Monique Lapeyre', ""Christian 'Kiki' Delpey"", 'Cyril Sierk', 'Jean-Claude Loulmet', 'Jean-Pierre Chabernaud', 'Olivier Lecossois', 'Philippe Szezepanski', 'Noël Wojcik', 'Gontran Bisserier', 'Christian Cordoba', 'Thibault Descamps', 'Jonathan Herbon', 'Marceau Jarrossay', 'Tiburce Oger', 'Noé Richefeux', 'Gilles Verdegay', 'Kublah Diezi', 'Stéphane Le Bras', 'Armand Pierdon', 'Gilles Frougier']",3.68,nan,"['Drama', 'Comedy']",108,['USA'],English,"['English', 'French']","The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.","['Searchlight Pictures', 'Indian Paintbrush', 'American Empirical Pictures']",1020861,186375,308056,5100,2252,7469,5845,31499,37809,133560,152923,224283,80572,78329,754541,https://letterboxd.com/film/the-french-dispatch/
