Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
Heat,1995,Michael Mann,"['Robert De Niro', 'Al Pacino', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Kevin Gage', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Natalie Portman', 'Danny Trejo', 'William Fichtner', 'Hank Azaria', 'Dennis Haysbert', 'Tom Noonan', 'Susan Traylor', 'Kim Staunton', 'Henry Rollins', 'Jerry Trimble', 'Martin Ferrero', 'Ricky Harris', 'Tone Loc', 'Begonya Plaza', 'Hazelle Goodman', 'Ray Buktenica', 'Jeremy Piven', 'Xander Berkeley', 'Rick Avery', 'Brad Baldridge', 'Andrew Camuccio', 'Brian Camuccio', 'Max Daniels', 'Vince Deadrick Jr.', 'Charles Duke', 'Thomas Elfmont', 'Kenny Endoso', 'Kimberly Flynn', 'Steven Ford', 'Farrah Forke', 'Hannes Fritsch', 'Amanda Graves', 'Emily Graves', 'Niki Haris', 'Ted Harvey', 'Patricia Healy', 'Paul Herman', 'Cindy Katz', 'Brian Libby', 'Bill McIntosh', 'Dan Martin', 'Rick Marzan', 'Terry Miller', 'Paul Moyer', ""Daniel O'Haco"", 'Mario Roberts', 'Phillip Robinson', 'Thomas Rosales Jr.', 'Rainell Saunders', 'Kai Soremekun', 'Rey Verdugo', 'Wendy L. Walsh', 'Yvonne Zima', 'Monica Lee Bellais', 'Peter Blackwell', 'Trevor Coppola', 'Bud Cort', 'Annette Goodman', 'Mick Gould', 'Mary Kircher', 'David Koseruba', 'Melissa S. Markess', 'Andre McCoy', 'Darren Melton', 'Robert Miranda', 'Kathryn Mullen', 'Manny Perry', 'Jimmy N. Roberts', 'Iva Franks-Singer', 'Gloria Koehn Straube', 'Viviane Vives', 'Tim Werner', 'Jimmy Star']",nan,4.26,https://letterboxd.com//film/heat-1995/
The Sacrifice,1986,Andrei Tarkovsky,"['Erland Josephson', 'Susan Fleetwood', 'Allan Edwall', 'Guðrún Gísladóttir', 'Sven Wollter', 'Valérie Mairesse', 'Filippa Franzén', 'Tommy Kjellqvist', 'Per Källman', 'Tommy Nordahl', 'Tintin Anderzon', 'Jane Friedmann', 'Helena Brodin', 'Martin Lindström', 'Birgit Carlstén', 'Jan-Olof Strandberg']",nan,4.28,https://letterboxd.com//film/the-sacrifice/
All That Jazz,1979,Bob Fosse,"['Roy Scheider', 'Jessica Lange', 'Ann Reinking', 'Leland Palmer', 'Erzsebet Foldi', 'Deborah Geffner', 'Anthony Holland', 'Ben Vereen', 'Max Wright', 'David Margulies', 'William LeMassena', 'John Lithgow', 'Cliff Gorman', 'Michael Tolan', 'Irene Kane', 'Kathryn Doby', 'Robert Hitt', 'Sue Paul', 'Keith Gordon', 'Frankie Man', 'Alan Heim', 'Sandahl Bergman', 'Eileen Casey', 'Bruce Anthony Davis', 'Gary Flannery', 'Jennifer Nairn-Smith', 'Danny Ruvolo', 'Leland Schwantes', 'John Sowinski', 'Candace Tovar', 'Rima Vetter', 'Trudy Carson', 'Mary Sue Finnerty', 'Lesley Kingley', 'P.J. Mann', 'Cathy Rice', 'Sonja Stuart', 'Terri Treas', 'Ralph E. Berntsen', 'Jan Flato', 'John Paul Fetta', 'Andy Schwartz', 'Robert Levine', 'Phil Friedman', 'Stephen Strimpell', 'Leonard Drum', 'Eugene Troobnick', 'Jules Fisher', 'Ben Masters', 'Cathie Shirriff', 'Joanna Merlin', 'Leah Ayres', 'Nancy Beth Bird', 'Harry Agress', 'CCH Pounder', 'Tito Goya', 'Tiger Haynes', 'Lotte Palfi Andor', 'K.C. Townsend', 'Melanie Hunter', 'Rita Bennett', 'Gary Bayer', 'Wayne Carson', 'Kerry Casserly', 'Judi Passeltiner', 'Steve Elmore', 'Nicole Fosse', 'Vicki Frederick', 'Minnie Gaster', 'Michael Green', 'Bruce MacCallum', 'Joyce Ellen Hill', 'I.M. Hobson', 'Edith Kramer', 'Barbara McKinley', 'Mary McCarty', 'Theresa Merritt', 'Gavin Moses', 'Mary Mon Toy', 'Wallace Shawn', 'Jacqueline Solotar', 'Sloane Shelton', 'Sammy Smith', 'Arnold Gross', 'Terry Alexander']",nan,4.28,https://letterboxd.com//film/all-that-jazz/
Platoon,1986,Oliver Stone,"['Tom Berenger', 'Willem Dafoe', 'Charlie Sheen', 'Forest Whitaker', 'Francesco Quinn', 'John C. McGinley', 'Richard Edson', 'Kevin Dillon', 'Reggie Johnson', 'Keith David', 'Johnny Depp', 'David Neidorf', 'Mark Moses', 'Chris Pedersen', 'Tony Todd', 'Corkey Ford', 'Corey Glover', 'Bob Orwig', 'Kevin Eshelman', 'James Terry McIlvain', 'J. Adam Glover', 'Ivan Kane', 'Paul Sanchez', 'Dale Dye', 'Peter Hicks', 'Basile Achara', 'Steve Barredo', 'Chris Castillejo', 'Andrew B. Clark', 'Bernardo Manalili', 'Than Rogers', 'Li Thi Van', 'Clarisa Ortacio', 'Romy Sevilla', 'Matthew Westfall', 'Nick Nicholson', 'Warren McLean', 'Li Mai Thao', 'Ron Barracks', 'H. Gordon Boos', ""Robert 'Rock' Galotti"", 'Oliver Stone', 'Brad Cassini', 'Mark Ebenhoch']",nan,3.95,https://letterboxd.com//film/platoon/
The Thin Red Line,1998,Terrence Malick,"['Sean Penn', 'Jim Caviezel', 'Adrien Brody', 'Ben Chaplin', 'Elias Koteas', 'John Cusack', 'Woody Harrelson', 'Nick Nolte', 'John C. Reilly', 'George Clooney', 'John Travolta', 'John Dee Smith', 'Dash Mihok', 'Kirk Acevedo', 'Jared Leto', 'Mark Boone Junior', 'Matt Doran', 'Paul Gleeson', 'Don Harvey', 'Arie Verveen', 'Thomas Jane', 'Donal Logue', 'John Savage', 'Nick Stahl', 'Miranda Otto', 'Tim Blake Nelson', 'Larry Romano', 'Penelope Allen', 'Danny Hoch', 'Benjamin Green', 'Simon Billig', 'Jarrod Dean', 'Travis Fine', 'David Harrod', 'Michael McGrady', 'Stephen Spacek', 'Steven Vidler', 'Will Wallace', 'Todd Wallace', 'Simon Westaway', 'Dan Wyllie', 'Randall Craig', 'Kick Gurry', 'Randall Duk Kim', 'Darrin Klimek', 'Dane Moreton', 'Ray Samuelson', 'Justin Ward', 'Felix Williamson']",nan,4.07,https://letterboxd.com//film/the-thin-red-line/
They Shall Not Grow Old,2018,Peter Jackson,"['Thomas Adlam', 'William Argent', 'John Ashby', 'Attwood', 'Walter Aust', 'Donald Bain', 'Thomas Baker', 'George Banton', 'Walter Becklake', 'Arthur Beeton']",nan,4.08,https://letterboxd.com//film/they-shall-not-grow-old/
All Quiet on the Western Front,2022,Edward Berger,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus', 'Adrian Grünewald', 'Edin Hasanović', 'Daniel Brühl', 'Thibault de Montalembert', 'Devid Striesow', 'Andreas Döhler', 'Sebastian Hülk', 'Luc Feit', 'Michael Wittenborn', 'Michael Stange', 'Sascha Nathan', 'Tobias Langhoff', 'Anton von Lucke', 'Michael Pitthan', 'Joe Weintraub', 'Charles Morillon', 'Gabriel Dufay', 'Dan Brown', 'Philipp Schenker', 'Cyril Dobrý', 'Sebastian Jacques', 'Gregory Gudgeon', 'Cyril Čechák', 'Jakob Schmidt', 'Felix von Bredow', 'Martin Dostál', 'Marek Simbersky', 'Jakob Diehl', 'Friedrich Berger', 'Anthony Paliotti', 'Radek Brodil', 'Jonathan Henault', 'Nico Ehrenteit', 'Hendrik Heutmann', 'Daniel-Frantisek Kamen', 'Tomáš Čapek', 'Markus Tomczyk', 'Emil Rothermel', 'Wolf Danny Homann', 'Michal Závodský', 'Nicolas Prokop', 'Jacob Zacharias Eckstein', 'Adam Mensdorff', 'Peter Sikorski', 'Alžběta Malá', 'Andrea Zatloukalová', 'Thomas Zielinski', 'Tomáš Weber', 'Samuel Neduha', 'Martin Němec', 'Tomáš Merkl']",nan,3.95,https://letterboxd.com//film/all-quiet-on-the-western-front-2022/
Vanilla Sky,2001,Cameron Crowe,"['Tom Cruise', 'Penélope Cruz', 'Cameron Diaz', 'Kurt Russell', 'Jason Lee', 'Noah Taylor', 'Michael Shannon', 'Timothy Spall', 'Tilda Swinton', 'Delaina Mitchell', 'Shalom Harlow', 'Oona Hart', 'Ivana Miličević', 'Johnny Galecki', 'Jhaemi Willens', 'Armand Schultz', 'Cameron Watson', 'Robertson Dean', 'W. Earl Brown', 'Ray Proscia', 'Tim Hopper', 'Alicia Witt', 'Ken Leung', 'Carolyn Byrne', 'Mark Pinter', 'Jeff Weiss', ""Conan O'Brien"", 'James Murtaugh', 'Mark Kozelek', 'John Fedevich', 'Bobby Walsh', 'Stacey Sher', 'Fred Schruers', 'Jessica Siemens', 'Julia Carothers Hughes', 'Holly Raye', 'Marty Collins', 'Mark Bramhall', 'Jack Hall', 'David Lewison', 'Jennifer Griffin', 'Adam LeGrant', 'John Kepley', 'Robin Van Sharner', 'Laurel Wiley', 'Nicole Taylor Hart', 'Julia Decker', 'Jennifer Marie Kelley', 'Erin McElmurry', 'Alice Marie Crowe', 'Jonathan Sanger', 'Tommy Lee', 'Ana Maria Quintana', 'Paul Haggar', 'Randy Woodside', 'Robert F. Harrison', 'Carly Starr Brullo Niles', 'Jane Pratt', 'Patrick McMullen', 'Steven Colvin', 'Cindy Crowe', 'Michael G. Kehoe', 'Danielle Wolff', 'Scotch Ellis Loring', 'Brent Sexton', 'Curt Skaggs', 'Jennifer Gimenez', 'Lori Lezama', 'Todd Harrison', 'Laura Fraser', 'Steven Spielberg', 'Jennifer Aspen', 'Celina Belizan', 'Craig Callow', 'Christie Campagna', 'Jean Carol', 'Tony Collucci', 'Janine Foster', 'Zach Hudson', 'Ryan Keating', 'Zachary Lee', 'Roger Lim', 'Tara Lipinski', 'William Mapother', 'Christy Meyers', 'Arnold Montey', 'Jan Munroe', 'Marie Paquim', 'Ronald Rand', 'Tasha Tae', 'Bryan Todd', 'Christie Will']",nan,3.38,https://letterboxd.com//film/vanilla-sky/
Sunset Boulevard,1950,Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Cecil B. DeMille', 'Hedda Hopper', 'Buster Keaton', 'Anna Q. Nilsson', 'H.B. Warner', 'Ray Evans', 'Jay Livingston', 'Fred Aldrich', 'Joel Allen', 'Gertrude Astor', 'Anne Bauchens', 'Edward Biby', 'Danny Borzage', 'Ken Christy', 'Ruth Clifford', 'John Cortay', 'Archie R. Dalzell', 'Eddie Dew', 'Julia Faye', 'Al Ferguson', 'Gerry Ganzer', 'Rudy Germane', 'Kenneth Gibson', 'Creighton Hale', 'Chuck Hamilton', 'Len Hendry', 'E. Mason Hopper', 'Stan Johnson', 'Tiny Jones', 'Howard Joslin', 'Arthur Lane', 'Perc Launders', 'William Meader', 'Gertrude Messinger', 'Harold Miller', 'Howard Negley', 'John ""Skins"" Miller', 'Lee Miller', 'Ralph Montgomery', 'Bert Moorhouse', 'Jay Morley', 'Eva Novak', ""Frank O'Connor"", ""Robert Emmett O'Connor"", 'Jack Perrin', 'Sidney Skolsky', 'Emmett Smith', 'Archie Twitchell', 'Yvette Vickers', 'Edward Wahrman', 'Henry Wilcoxon', 'Peter Drynan', 'Sanford E. Greenwald', 'James Hawley', 'Alan Marston', 'Bernice Mosk', 'Virginia L. Randolph', 'Bill Sheehan', 'Roy Thompson', 'Jack Warden']",nan,4.44,https://letterboxd.com//film/sunset-boulevard/
Eyes Wide Shut,1999,Stanley Kubrick,"['Tom Cruise', 'Nicole Kidman', 'Sydney Pollack', 'Marie Richardson', 'Rade Šerbedžija', 'Todd Field', 'Vinessa Shaw', 'Alan Cumming', 'Sky du Mont', 'Fay Masterson', 'Leelee Sobieski', 'Thomas Gibson', 'Madison Eginton', 'Jackie Sawiris', 'Leslie Lowe', 'Peter Hans Benson', 'Michael Doven', 'Louise J. Taylor', 'Stewart Thorndike', 'Randall Paul', 'Julienne Davis', 'Lisa Leone', 'Kevin Connealy', 'Mariana Hewett', 'Dan Rollman', 'Gavin Parry', 'Chris Pare', 'Adam Lias', 'Christian Clarke', 'Kyle Whitcombe', 'Gary Goba', 'Florian Windorfer', 'Togo Igawa', 'Eiji Kusuhara', 'Sam Douglas', 'Angus MacInnes', 'Abigail Good', 'Brian W. Cook', 'Leon Vitali', 'Carmela Marner', 'Phil Davies', 'Cindy Dolenc', 'Clark Hayes', 'Treva Etienne', 'Colin Angus', 'Karla Ashley', 'Kate Charman', 'James Demaria', 'Tony De Sergio', 'Janie Dickens', 'Laura Fallace', 'Vanessa Fenton', 'Georgina Finch', 'Peter Godwin', 'Joanna Heath', 'Lee Henshaw', 'Ateeka Poole', 'Adam Pudney', 'Sharon Quinn', 'Ben De Saumserez', 'Emma Lou Sharratt', 'Paul Spelling', 'Matthew Thompson', 'Dan Travers', 'Russell Trigg', 'Kate Whalin', 'Jerson David Ambion', 'Shelsie Blake', 'Cate Blanchett', 'John N. Campbell', ""Emilio D'Alessandro"", 'Paul Desbois', 'Donna Ewin', 'Tres Hanley', 'Sam Heydon', 'Alex Hobbs', 'Christiane Kubrick', 'Katharina Kubrick', 'Taylor Murphy', 'Graham Skidmore', 'Stanley Kubrick']",nan,4.0,https://letterboxd.com//film/eyes-wide-shut/
Babylon,2022,Damien Chazelle,"['Brad Pitt', 'Margot Robbie', 'Diego Calva', 'Jean Smart', 'Flea', 'Jovan Adepo', 'J.C. Currais', 'Jimmy Ortega', 'Hansford Prince', 'Telvin Griffin', 'Olivia Wilde', 'Circus-Szalewski', 'Lukas Haas', 'Li Jun Li', 'Kaia Gerber', 'Patrick Fugit', 'Eric Roberts', 'Cici Lau', 'Tyler Seiple', 'Zack Newick', 'Rory Scovel', 'Olivia Hamilton', 'P.J. Byrne', 'Alexandre Chen', 'Bob Clendenin', 'Miraj Grbić', 'Johnny Hoops', 'James Wellington', 'Carlos Nunez', 'Laura Steinel', 'Danny Jolles', 'James Vincent', 'Richard Clarke Larsen', 'Max Minghella', 'Samara Weaving', 'Jeff Garlin', 'Anthony Burkhalter', 'Terry Walters', 'Trisha Simmons', 'Ariel Flores', 'Karolina Szymczak', ""Sean O'Bryan"", 'David Ury', 'Katia Gomez', 'Vanessa Bednar', 'Carson Higgins', 'Armando Cosio', 'Frederick Koehler', 'Spencer Morgan', 'Ric Sarabia', 'Jim Allen Jackson', 'Katherine Waterston', 'Yissendy Trinidad', 'Cyrus Hobbi', 'Anton Hedayat', 'Hayley Huntley', 'John Mariano', 'Christopher Allen', 'Arely Vianet', 'Jeremy Roberts', 'Alex Reznik', 'Chloe Fineman', 'Pat Skipper', 'John Kerry', 'Sarah Ramos', 'Jennifer Grant', 'Julian Lefevre', 'Taylor Nichols', 'Bryan Scott Johnson', 'Kelly Meyer', 'Brenna Power', 'David Abed', 'Kevin Symons', 'Jonathan Thomson', ""Jim O'Brien"", 'Chris Doubek', 'Dorian Martin', 'Todd Giebenhain', 'Mather Zickel', 'Ireland Sexton', 'Andrew Hawtrey', 'Mike Fletcher', 'Jonathan Ohye', 'James Crittenden', 'Pete Ploszek', 'Robert Beitzel', 'Ethan Suplee', 'Walker Hare', 'Douglas Fruchey', 'Taylor Hill', 'Marc Platt', 'Stephen Thomas', 'Sophia Magaña', 'Karen Bethzabe', 'Oscar Balderrama', 'Aurielle Simmons', 'Eamon Hunt', 'Kenajuan Bentley', 'John Macey', 'Marcos A. Ferraez', 'Phoebe Tonkin', 'Troy Metcalf', 'Albert Hammond Jr.', 'Cutty Cuthbert', 'Bregje Heinen', 'Dana Marcolina', 'Tal Seder', 'Robert Morgan', 'Nana Ghana', 'Joe Dallesandro', 'E.E. Bell', 'Sol Landerman', 'Karina Fontes', 'Spike Jonze', 'Freya Parker', 'Tobey Maguire', 'Lewis Tan', 'Manny Liotta', 'Anna Chazelle', 'Mike C. Manning']",nan,3.82,https://letterboxd.com//film/babylon-2022/
The Favourite,2018,Yorgos Lanthimos,"['Olivia Colman', 'Emma Stone', 'Rachel Weisz', 'Nicholas Hoult', 'Joe Alwyn', 'Mark Gatiss', 'James Smith', 'Jenny Rainsford', 'Emma Delves', 'Faye Daveney', 'Paul Swaine', 'Jennifer White', 'Lilly-Rose Stevens', 'Denise Mack', 'Willem Dalby', 'Edward Aczel', 'Carolyn Saint-Pé', 'John Locke', 'Everal Walsh', 'Timothy Innes', 'Basil Eidenbenz', 'James Melville', 'Declan Wyer', 'Anthony Dougall', 'Ben English', 'Peter Brookes', 'Wilson Radjou-Pujalte', 'Gavin Henderson', 'Callum Lewin', 'Liam Fleming', 'Angela Hicks', 'Martin Pemberton', 'Luca Wiseman', 'James Perrin', 'Hana McDowell', 'Sam Kemp', 'Djordje Jovanovic', 'Alexis Bennett', 'Chris elms', 'Tim Ingall', 'Ethan Keaton', 'Keith Milner', 'Alfrun Rose', 'Keval Shah', 'Janette Sharpe', 'Luke Thallon', 'Jack Veal', 'Zenobia Voegele-Downing', 'Emily Vinnicombe', 'Hannah Morley', 'Poppy Lawless', 'Roisin Keogh', 'Elizabeth Ita', 'Errol Clayton', 'Antonia Castilla', 'Samuel Bossman', 'Paul Wingrove', 'Nathan Lang', 'Frank Gordon', 'Isaura Barbé-Brown', 'Phelim Kelly', 'Leigh Dent']",nan,4.05,https://letterboxd.com//film/the-favourite/
Barry Lyndon,1975,Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger', 'Diana Körner', 'Gay Hamilton', 'Frank Middlemass', ""Arthur O'Sullivan"", 'Godfrey Quigley', 'Leonard Rossiter', 'Philip Stone', 'Steven Berkoff', 'Marie Kean', 'Murray Melvin', 'André Morell', 'Leon Vitali', 'Billy Boyle', 'John Bindon', 'Roger Booth', 'Jonathan Cecil', 'Peter Cellier', 'Geoffrey Chater', 'Anthony Dawes', 'Patrick Dawson', 'Bernard Hepton', 'Anthony Herrick', 'Barry Jackson', 'Wolf Kahler', 'Pat Laffan', 'Hans Meyer', 'Ferdy Mayne', 'David Morley', 'Liam Redmond', 'Pat Roach', 'Dominic Savage', 'Frederick Schiller', 'George Sewell', 'Anthony Sharp', 'John Sharp', 'Roy Spencer', 'John Sullivan', 'Harry Towb', 'Michael Hordern']",nan,4.38,https://letterboxd.com//film/barry-lyndon/
The Duellists,1977,Ridley Scott,"['Keith Carradine', 'Harvey Keitel', 'Albert Finney', 'Edward Fox', 'Cristina Raines', 'Robert Stephens', 'Tom Conti', 'John McEnery', 'Diana Quick', 'Alun Armstrong', 'Maurice Colbourne', 'Gay Hamilton', 'Meg Wynn Owen', 'Jenny Runacre', 'Alan Webb', 'Arthur Dignam', 'Matthew Guinness', 'Dave Hill', 'Neville Jason', 'Timothy Penrose', 'William Morgan Sheppard', 'Liz Smith', 'Anthony Douse', 'Hugh Fraser', 'Richard Graydon', 'Tim Hardy', 'William Hobbs', 'Michael Irving', 'Tony Mathews', 'Stacy Keach', 'Peter Postlethwaite', 'George Oliver']",nan,3.78,https://letterboxd.com//film/the-duellists/
Black Hawk Down,2001,Ridley Scott,"['Josh Hartnett', 'Eric Bana', 'Ewan McGregor', 'Tom Sizemore', 'William Fichtner', 'Sam Shepard', 'Jason Isaacs', 'Ewen Bremner', 'Orlando Bloom', 'Tom Hardy', 'Charlie Hofheimer', 'Hugh Dancy', 'Tom Guiry', 'Brian Van Holt', 'Steven Ford', 'Ron Eldard', 'Gregory Sporleder', 'Zeljko Ivanek', 'Matthew Marsden', 'Nikolaj Coster-Waldau', 'Johnny Strong', 'Kim Coates', 'Jeremy Piven', 'Enrique Murciano', 'Glenn Morshower', 'Brendan Sexton III', 'Carmine Giovinazzo', 'George Harris', 'Razaaq Adoti', 'Treva Etienne', 'Jason Hildebrandt', 'Ty Burrell', 'Giannina Facio', 'Boyd Kestner', 'Ioan Gruffudd', 'Richard Tyson', 'Corey Johnson', 'Gabriel Casseus', 'Danny Hoch', 'Tac Fitzgerald', 'Kent Linville', 'Marcus Ashley', 'Tommy Dallace', 'Norman Campbell Rees', 'Nikky Smedley', 'Gibson Rickenbacker']",nan,3.63,https://letterboxd.com//film/black-hawk-down/
Thelma & Louise,1991,Ridley Scott,"['Susan Sarandon', 'Geena Davis', 'Harvey Keitel', 'Michael Madsen', 'Christopher McDonald', 'Brad Pitt', 'Stephen Tobolowsky', 'Timothy Carhart', 'Lucinda Jenney', 'Jason Beghe', 'Sonny Carl Davis', 'Ken Swofford', 'Shelly Desai', 'Carol Mansell', 'Stephen Polk', 'Rob Roy Fitzgerald', 'Jack Lindine', 'Michael Delman', 'Kristel L. Rose', 'Noel L. Walcott III', 'Marco St. John', 'Gregory J. Barnett', ""Robert 'Bobby Z' Zajonc"", 'Charlie Sexton']",nan,4.09,https://letterboxd.com//film/thelma-louise/
The Last Duel,2021,Ridley Scott,"['Jodie Comer', 'Matt Damon', 'Adam Driver', 'Ben Affleck', 'Harriet Walter', 'Marton Csokas', 'Alex Lawther', 'William Houston', 'Oliver Cotton', 'Aurélien Lorgnier', 'Nathaniel Parker', 'Tallulah Haddon', 'Bryony Hannah', 'Thomas Silberstein', 'Adam Goodwin', 'Ian Pirie', 'Daniel Horn', 'Michael McElhatton', 'Sam Hazeldine', 'Clive Russell', 'Julian Firth', 'Sylvain Lablée', 'Zoé Bruneau', 'Chloé Lindau', 'Adam Nagaitis', 'Elise Caprice', 'Fiona Maherault Valinski', 'Tassia Martin', 'Camille Mutin', ""Caoimhe O'Malley"", 'John Kavanagh', 'Zeljko Ivanek', 'Simone Collins', 'Clare Dunne', 'Christian Erickson', 'Alex Blanchard', 'Gin Minelli', 'Cécilia Steiner', 'Serena Kennedy', 'Quentin Ogier', 'Paul Bandey', 'Martin Vaughan Lewis', 'Brontis Jodorowsky', 'Peter Hudson', 'Alexander Pattie', 'Dimitri Michelsen', 'Stephen Brennan', 'Colin David Reese', 'Bosco Hogan', 'Kyle Hixon', 'Florian Hutter', 'Sam Chemoul', 'Jim Roche', 'Martin Gogarty', 'Ronan Leonard', 'Shane Lynch', 'Peter Kirkby', 'Kevin McGahern', 'Lorris Chevalier', 'Mark Atkin', 'Janet Grene', 'Chloe Harris', 'Karl Hogan', 'Tyrone Kearns', 'Brian Manning', 'Brian F. Mulvey', 'Fady Naguib']",nan,3.73,https://letterboxd.com//film/the-last-duel-2021/
Napoleon,2023,Ridley Scott,"['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim', 'John Hollingworth', 'Youssef Kerkour', 'Davide Tucci', 'Edouard Philipponnat', 'Ludivine Sagnier', 'Matthew Needham', 'Erin Ainsworth', 'Thom Ashley', 'Anna Mawn', 'Gavin Spokes', 'Jonathan Barnwell', 'Hannah Flynn', 'Phil Cornwell', 'Cormac Hyde-Corrin', 'Cesare Taurasi', 'Arthur McBain', 'David Verrey', 'Jean-Pascal Heynemand', 'Ed Hughes', 'Paul Riddell', 'Thea Achillea', 'Loris Monet', 'Tim Faulkner', 'Riana Duce', ""Paul O'Kelly"", 'Ed Eales White', 'Clyde Vassallo', 'Sean Vassallo', 'Sophie Lund', 'Saulius Cajauskas', 'Alexis Bennett', 'Jacob Marshfield', 'Nathan Pollard']",nan,nan,https://letterboxd.com//film/napoleon-2023/
"Are You There God? It's Me, Margaret.",2023,Kelly Fremon Craig,"['Rachel McAdams', 'Abby Ryder Fortson', 'Kathy Bates', 'Elle Graham', 'Benny Safdie', 'Amari Alexis Price', 'Katherine Mallen Kupferer', 'Kate MacCluggage', 'Aidan Wojtak-Hissong', 'Landon S. Baxter', 'Echo Kellum', 'Mia Dillon', 'Gary Houston', 'Mackenzie Joy Potter', 'Olivia Williams', 'Mike Platarote Jr.', 'Simms May', 'Zack Brooks', 'JeCobi Swain', 'Wilbur Fitzgerald', 'Ethan McDowell', 'Sloane Warren', 'Isol Young', 'Eden Lee', 'Naida Nelson', 'Tahirah Harrison', 'Zach Humphrey', 'Karen Aruj', 'Judy Blume', 'George Cooper', 'Joan Jackson', 'Stephen Jackson', 'Robert Haulbrook', 'Johnny Land', 'Jennifer Errington', 'Evan Bergman', 'Michael Wolk', 'Karen Macarah', 'Ariel DiDonato', 'Claude Deuce', 'Keya Hamilton', 'Tanya J. McClellan', 'Dennis Delamar', 'Samantha LeBrocq', 'Wally White', 'Holli Saperstein', 'Deborah Helms', 'Cooper Herrett', 'Gezell Fleming', 'Jim France', 'Rakeem Massingill', 'Ian Ottis Goff']",nan,3.84,https://letterboxd.com//film/are-you-there-god-its-me-margaret/
Air,2023,Ben Affleck,"['Matt Damon', 'Ben Affleck', 'Jason Bateman', 'Chris Messina', 'Viola Davis', 'Julius Tennon', 'Chris Tucker', 'Matthew Maher', 'Gustaf Skarsgård', 'Damian Young', 'Barbara Sukowa', 'Jay Mohr', 'Joel Gretsch', 'Marlon Wayans', 'Dan Bucatinsky', ""Michael O'Neill"", 'Asanté Deshon', 'Billy Smith', 'Al Madrigal', 'Jackson Damon', 'Jessica Green', 'Gabrielle Bourne', 'Joshua Funk', 'Andy Hirsch', 'Tami Jordan', 'Jeff Cook', 'Albert Stroth', 'Mackenzie Rayne', 'Jerry Plummer', 'Haylee Baldwin', 'Ari Davis', 'Martina De Leon Diaz', 'Ure Egbuho', 'Dempsey Gibson', 'Geoffrey Gould', 'Richard Allan Jones', 'Tom Papa', 'LeChristopher Williams', 'Michael Jordan', 'Deloris Jordan', 'Barack Obama']",nan,3.58,https://letterboxd.com//film/air-2023/
Before Midnight,2013,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Jennifer Prior', 'Charlotte Prior', 'Xenia Kalogeropoulou', 'Walter Lassally', 'Ariane Labed', 'Yiannis Papadopoulos', 'Athina Rachel Tsangari', 'Panos Koronis', 'Enrico Focardi', 'Manolis Goussias', 'Anouk Servera', 'Yota Argyropoulou', 'Serafeim Radis', 'John Sloss', 'Tety Kalafati']",nan,4.09,https://letterboxd.com//film/before-midnight/
Before Sunset,2004,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès', 'Rodolphe Pauly', 'Mariane Plasteig', 'Diabolo', 'Denis Evrard', 'Albert Delpy', 'Marie Pillet']",nan,4.35,https://letterboxd.com//film/before-sunset/
Before Sunrise,1995,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Haymon Maria Buttinger', 'Erni Mangold', 'Karl Bruckschwaiger', 'Tex Rubinowitz', 'Dominik Castell', 'Harold Waiglein', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andrić', 'Constanze Schweiger', 'John Sloss', 'Alexandra Seibel', 'Georg Schöllhammer', 'Christian Ankowitsch', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam']",nan,4.34,https://letterboxd.com//film/before-sunrise/
